AGE;MODEL;DEALERSHIP;CUSTOMER_TYPE;USER_CUSTOMISED;COUNTRY;GEO_TYPE;FAULT_TYPE;OBJECT_COUNT;EVENT_COUNT;EVENT_RATE;AGGREGATION_LEVEL;SUBSET_TYPE;SIGNIFICANCE
In Warranty;*;*;*;*;France;*;Gearbox;83843;487;5,808475365;5;maximal;0
In Warranty;*;*;*;*;Switzerland;*;Turbo Charger;90674;484;5,33780356;5;singleton;0
*;*;*;*;Unknown;Austria;*;Turbo Charger;264703;481;1,817130898;5;maximal;0
In Warranty;*;*;*;*;Germany;*;Gearbox;74146;478;6,446740215;5;maximal;0
*;*;*;*;*;Austria;Very Rural;Turbo Charger;229631;477;2,077245668;5;singleton;1
*;*;*;*;*;Austria;Super Rural;Turbo Charger;131174;471;3,590650586;5;singleton;1
In Warranty;Hopper;*;*;*;*;*;Break Fluid;58864;467;7,933541723;5;maximal;0
In Warranty;*;*;*;*;*;Urban;Spark Plugs;145404;406;2,792220297;5;singleton;1
In Warranty;*;*;*;*;*;Village;Gearbox;115282;457;3,964192155;5;maximal;0
In Warranty;*;*;*;*;Austria;*;Gearbox;89811;452;5,032791083;5;maximal;0
*;Ultima;Re-Import;*;*;*;*;Break Fluid;231269;452;1,954434014;5;singleton;1
In Warranty;*;*;*;*;Austria;*;Turbo Charger;89811;448;4,988253109;5;singleton;0
*;*;*;Corporate;*;*;Very Rural;Turbo Charger;207121;445;2,148502566;5;singleton;0
*;*;*;*;*;Belgium;Rural;Turbo Charger;204553;445;2,175475305;5;singleton;1
In Warranty;*;*;*;*;Portugal;*;Gearbox;100324;443;4,415693154;5;maximal;0
In Warranty;*;*;*;*;Germany;*;Spark Plugs;74146;206;2,778302268;5;singleton;1
In Warranty;*;Branch;*;*;*;*;Break Fluid;324110;853;2,631822529;5;singleton;1
In Warranty;Eleganz;*;*;*;*;*;Exhaust;252732;424;1,677666461;5;maximal;0
*;*;*;*;*;Belgium;Village;Turbo Charger;241789;422;1,745323402;5;singleton;0
In Warranty;Hopper;*;*;*;*;*;Gearbox;58864;420;7,135091057;5;maximal;0
*;*;Dodgy Dealer;*;*;*;Very Rural;Gearbox;150799;420;2,785164358;5;maximal;0
In Warranty;*;*;*;Y;*;*;Turbo Charger;73294;418;5,703058913;5;maximal;0
*;*;Franchise;*;Y;*;*;Engine Control;201099;417;2,073605538;5;singleton;1
*;*;Re-Import;*;Unknown;*;*;Turbo Charger;199272;412;2,067525794;5;maximal;0
*;Hopper;*;*;Y;*;*;Engine Control;194866;409;2,098878203;5;maximal;0
*;*;*;Other;Y;*;*;Engine Control;194866;409;2,098878203;5;maximal;0
In Warranty;*;*;Private;*;*;*;Break Fluid;391183;1015;2,594693532;5;singleton;1
In Warranty;*;*;*;*;*;Rural;Break Pad;66008;163;2,469397649;5;singleton;1
In Warranty;*;*;*;*;Holland;*;Gearbox;89270;401;4,49199059;5;maximal;0
*;*;*;*;*;Belgium;Very Rural;Turbo Charger;103990;396;3,808058467;5;singleton;1
*;*;*;Corporate;*;*;Rural;Turbo Charger;223898;395;1,764196196;5;singleton;0
*;Ultima;*;*;*;*;Rural;Turbo Charger;145169;393;2,707189551;5;singleton;1
*;*;Re-Import;*;Unknown;*;*;Break Fluid;199272;384;1,927014332;5;singleton;1
In Warranty;*;Franchise;*;*;*;*;Break Fluid;205497;380;1,849175414;5;singleton;0
In Warranty;*;*;*;*;Spain;*;Gearbox;88126;375;4,255270862;5;maximal;0
In Warranty;*;*;*;*;Switzerland;*;Gearbox;90674;374;4,124666387;5;maximal;0
In Warranty;Opal;*;*;*;*;*;Air Conditioning;222677;366;1,643636298;5;maximal;0
In Warranty;*;Re-Import;*;*;*;*;Exhaust;154256;361;2,340265533;5;maximal;0
In Warranty;*;*;*;N;*;*;Spark Plugs;571454;1393;2,437641525;5;singleton;1
*;*;Branch;*;*;*;Super Urban;Turbo Charger;175381;337;1,921530839;5;singleton;1
*;*;*;*;*;Holland;Super Rural;Turbo Charger;93519;336;3,592852789;5;singleton;1
In Warranty;*;Franchise;*;*;*;*;Exhaust;205497;335;1,630194115;5;maximal;0
*;Hopper;*;*;*;*;Urban;Gearbox;101271;333;3,28820689;5;maximal;0
*;*;*;*;*;Portugal;Very Rural;Turbo Charger;179593;332;1,84862439;5;singleton;1
*;*;*;*;Unknown;*;Rural;Turbo Charger;142336;329;2,311432104;5;maximal;0
*;*;*;*;*;Spain;Super Rural;Turbo Charger;117835;329;2,792039717;5;singleton;0
*;*;*;Private;*;*;Super Urban;Turbo Charger;122110;319;2,612398657;5;singleton;1
In Warranty;*;*;*;*;*;Village;Break Fluid;115282;280;2,428826703;5;singleton;1
*;Opal;*;*;*;*;Super Urban;Turbo Charger;130957;314;2,397733607;5;maximal;0
In Warranty;*;*;*;Unknown;*;*;Break Pad;157671;301;1,909038441;5;maximal;0
In Warranty;Hopper;*;*;*;*;*;Engine Control;58864;299;5,0795053;5;maximal;0
*;*;Branch;*;Y;*;*;Break Pad;174474;292;1,673601797;5;maximal;0
In Warranty;*;*;*;*;United Kingdom;*;Gearbox;71903;288;4,005396159;5;maximal;0
In Warranty;*;*;*;*;Belgium;*;Break Fluid;89774;214;2,383763673;5;singleton;1
In Warranty;*;*;*;*;Holland;*;Break Fluid;89270;211;2,363615996;5;singleton;1
*;Ultima;*;*;*;United Kingdom;*;Turbo Charger;135278;265;1,95892902;5;singleton;1
*;*;*;*;*;Switzerland;Super Rural;Turbo Charger;83206;265;3,184866476;5;singleton;0
*;*;*;Corporate;*;*;Super Rural;Turbo Charger;103125;263;2,55030303;5;singleton;1
*;*;*;*;*;France;Rural;Turbo Charger;149103;260;1,743761024;5;singleton;0
*;*;*;Other;*;*;Super Urban;Gearbox;93429;253;2,707938649;5;singleton;1
*;Eleganz;*;*;*;*;Super Urban;Gearbox;89894;245;2,725432176;5;maximal;0
In Warranty;*;*;*;*;Belgium;*;Spark Plugs;89774;207;2,305790095;5;singleton;1
*;*;Franchise;*;*;*;Very Rural;Turbo Charger;126445;242;1,913875598;5;singleton;1
*;Ultima;*;*;*;*;Very Rural;Turbo Charger;103042;241;2,338852119;5;singleton;0
In Warranty;*;*;*;Y;*;*;Break Pad;73294;240;3,274483587;5;maximal;0
*;Ultima;*;*;*;*;Rural;Break Fluid;145169;239;1,646357005;5;singleton;1
In Warranty;*;*;*;Y;*;*;Gearbox;73294;229;3,124403089;5;maximal;0
In Warranty;*;Dodgy Dealer;*;*;*;*;Spark Plugs;118556;226;1,906272141;5;maximal;0
*;Ultima;*;Corporate;*;*;*;Break Fluid;137935;226;1,638452894;5;maximal;0
*;Ultima;*;Corporate;*;*;*;Turbo Charger;137935;226;1,638452894;5;singleton;1
*;*;*;Corporate;Unknown;*;*;Break Fluid;137665;226;1,641666364;5;maximal;0
*;*;*;*;Y;*;Village;Break Fluid;67416;226;3,352319924;5;singleton;0
*;*;*;Corporate;Unknown;*;*;Turbo Charger;137665;225;1,634402354;5;maximal;0
*;Hopper;*;*;*;Belgium;*;Gearbox;83127;224;2,694672008;5;maximal;0
In Warranty;*;*;*;*;*;Rural;Gearbox;66008;223;3,378378378;5;maximal;0
*;Hopper;*;*;*;*;Village;Gearbox;101148;223;2,204690157;5;maximal;0
In Warranty;*;*;*;*;*;Suburban;Break Fluid;371422;796;2,14311484;5;singleton;1
*;Hopper;*;*;*;Germany;*;Gearbox;56159;213;3,792802578;5;maximal;0
*;Hopper;*;*;*;*;Village;Break Fluid;101148;213;2,105825128;5;singleton;0
In Warranty;*;*;*;*;France;*;Break Fluid;83843;179;2,134942691;5;singleton;1
*;Hopper;*;*;*;Holland;*;Gearbox;76177;208;2,730482954;5;maximal;0
In Warranty;*;*;*;*;Spain;*;Break Fluid;88126;188;2,133309126;5;singleton;1
In Warranty;*;*;*;*;Holland;*;Break Pad;89270;185;2,072364736;5;singleton;1
*;Lamura;Franchise;*;*;*;*;Turbo Charger;101053;206;2,038534235;5;maximal;0
*;*;Re-Import;*;*;*;Super Urban;Turbo Charger;126016;206;1,634713052;5;singleton;0
*;*;*;*;*;Portugal;Super Rural;Turbo Charger;81702;202;2,472399696;5;singleton;1
In Warranty;*;*;*;*;Portugal;*;Spark Plugs;100324;197;1,963637813;5;singleton;0
*;*;*;*;*;France;Very Rural;Turbo Charger;75102;197;2,623099252;5;singleton;1
*;*;*;*;Unknown;*;Very Rural;Turbo Charger;91608;196;2,139551131;5;maximal;0
In Warranty;*;*;*;*;Holland;*;Spark Plugs;89270;194;2,17318248;5;singleton;0
*;Hopper;*;*;*;*;Urban;Break Fluid;101271;194;1,915652062;5;maximal;0
*;Ultima;*;*;*;*;Very Rural;Break Fluid;103042;194;1,882727432;5;singleton;1
*;*;*;*;Y;*;Urban;Break Fluid;61095;192;3,142646698;5;singleton;0
In Warranty;*;*;*;*;Switzerland;*;Spark Plugs;90674;191;2,106447273;5;singleton;0
In Warranty;*;*;*;*;*;*;Spark Plugs;802419;1651;2,057528548;6;singleton;1
In Warranty;*;*;*;*;*;*;Break Fluid;802419;1555;1,937890304;6;singleton;1
In Warranty;*;*;*;*;*;*;Break Pad;802419;1480;1,844422926;6;singleton;1
*;Hopper;*;*;*;France;*;Gearbox;71406;186;2,604823124;5;maximal;0
In Warranty;*;*;*;*;France;*;Spark Plugs;83843;185;2,206505015;5;singleton;0
In Warranty;*;Re-Import;*;*;*;*;Spark Plugs;154256;277;1,795716212;5;singleton;1
In Warranty;*;*;*;*;Switzerland;*;Break Fluid;90674;182;2,007190595;5;singleton;0
*;Hopper;*;*;*;Spain;*;Gearbox;69506;182;2,61847898;5;maximal;0
*;*;*;*;Y;Belgium;*;Break Fluid;54264;182;3,353973168;5;singleton;0
In Warranty;*;*;*;*;Portugal;*;Break Fluid;100324;171;1,704477493;5;singleton;1
In Warranty;Lamura;*;*;*;*;*;Spark Plugs;86892;178;2,048520002;5;maximal;0
In Warranty;*;*;*;*;Spain;*;Break Pad;88126;178;2,019835236;5;singleton;0
*;Hopper;*;*;*;Portugal;*;Gearbox;83752;173;2,065622313;5;maximal;0
In Warranty;*;*;*;*;Portugal;*;Break Pad;100324;171;1,704477493;5;singleton;0
In Warranty;*;*;*;*;*;Village;Break Pad;115282;190;1,648132406;5;singleton;1
In Warranty;*;*;*;*;Austria;*;Spark Plugs;89811;171;1,903998397;5;singleton;0
In Warranty;*;*;*;*;Belgium;*;Break Pad;89774;171;1,904783122;5;singleton;0
*;Hopper;*;*;*;Austria;*;Gearbox;66629;170;2,551441564;5;maximal;0
*;Hopper;*;*;*;Belgium;*;Break Fluid;83127;170;2,045063577;5;maximal;0
In Warranty;*;*;*;*;Austria;*;Break Pad;89811;168;1,870594916;5;singleton;0
In Warranty;*;*;*;*;Switzerland;*;Break Pad;90674;167;1,841762799;5;singleton;0
In Warranty;*;*;*;*;Spain;*;Spark Plugs;88126;166;1,883666568;5;singleton;0
*;*;*;*;Y;France;*;Break Fluid;43949;165;3,754351635;5;singleton;1
*;Hopper;*;*;*;Switzerland;*;Gearbox;73387;164;2,234728222;5;maximal;0
In Warranty;*;*;*;N;*;*;Break Pad;571454;939;1,643176879;5;singleton;1
*;Hopper;*;*;*;Holland;*;Break Fluid;76177;162;2,126626147;5;maximal;0
*;*;*;*;Y;Holland;*;Break Fluid;48460;161;3,322327693;5;singleton;0
*;*;*;*;Unknown;*;Very Rural;Break Fluid;91608;161;1,757488429;5;singleton;1
*;*;*;*;Y;Spain;*;Break Fluid;48571;156;3,211793045;5;singleton;0
*;Hopper;*;*;*;France;*;Break Fluid;71406;150;2,10066381;5;maximal;0
*;Hopper;*;*;*;Portugal;*;Break Fluid;83752;149;1,779061993;5;maximal;0
*;*;*;*;Y;Austria;*;Break Fluid;46307;147;3,174466063;5;singleton;0
*;*;*;*;Y;Portugal;*;Break Fluid;51353;146;2,843066617;5;singleton;1
In Warranty;*;*;*;*;Germany;*;Break Fluid;74146;144;1,942114207;5;singleton;0
*;*;Franchise;*;*;*;Super Rural;Turbo Charger;40794;141;3,456390646;5;singleton;1
*;*;*;*;Y;Switzerland;*;Break Fluid;46625;138;2,959785523;5;singleton;0
In Warranty;*;*;*;*;*;Rural;Break Fluid;66008;138;2,090655678;5;singleton;0
*;*;*;*;Y;*;Urban;Turbo Charger;61095;137;2,242409362;5;maximal;0
In Warranty;*;*;*;Y;*;*;Spark Plugs;73294;136;1,855540699;5;singleton;0
*;Hopper;*;*;*;Switzerland;*;Break Fluid;73387;135;1,839562865;5;singleton;0
In Warranty;*;*;*;N;*;*;Exhaust;571454;937;1,639677034;5;singleton;1
*;Hopper;*;*;*;Austria;*;Break Fluid;66629;133;1,996127812;5;maximal;0
In Warranty;*;*;*;*;Germany;*;Break Pad;74146;129;1,739810644;5;singleton;0
*;Hopper;*;*;*;Spain;*;Break Fluid;69506;129;1,855954882;5;maximal;0
*;*;Franchise;*;*;*;Super Urban;Gearbox;45413;128;2,818576179;5;maximal;0
*;Hopper;*;*;*;Germany;*;Break Fluid;56159;127;2,261436279;5;maximal;0
In Warranty;*;*;*;*;United Kingdom;*;Exhaust;71903;126;1,752360819;5;maximal;0
In Warranty;*;*;*;*;Germany;*;Exhaust;74146;121;1,63191541;5;maximal;0
*;*;*;Private;*;*;Small Town;Turbo Charger;65543;121;1,84611629;5;singleton;1
*;*;*;*;Y;*;Village;Turbo Charger;67416;117;1,735493058;5;maximal;0
*;*;*;*;Y;Germany;*;Break Fluid;33234;113;3,400132395;5;singleton;0
*;*;Franchise;Corporate;*;*;*;Turbo Charger;49689;110;2,213769647;5;singleton;1
*;*;*;*;*;France;Super Rural;Turbo Charger;34546;110;3,18416025;5;singleton;0
*;*;*;*;Y;Belgium;*;Turbo Charger;54264;109;2,008698216;5;maximal;0
*;*;*;*;Y;*;Urban;Gearbox;61095;106;1,735002864;5;maximal;0
*;*;Branch;*;*;*;Small Town;Turbo Charger;57426;105;1,828440079;5;singleton;1
*;*;Re-Import;*;Y;*;*;Turbo Charger;32994;103;3,121779718;5;maximal;0
Out of Warranty;*;*;Private;N;*;*;Turbo Charger;10120609;21247;2,099379593;4;singleton;0
Out of Warranty;*;Branch;Private;*;*;*;Turbo Charger;9226243;20207;2,190165596;4;singleton;0
*;Eleganz;*;Other;N;*;*;Gearbox;7812398;19742;2,527008993;4;minimal;0
Out of Warranty;*;Branch;*;N;*;*;Turbo Charger;8760482;17231;1,966900908;4;singleton;0
*;*;Branch;Private;N;*;*;Turbo Charger;7194449;16961;2,357512021;4;singleton;0
*;Opal;*;Private;N;*;*;Turbo Charger;6469459;16486;2,548281085;4;minimal;0
Out of Warranty;Eleganz;*;Other;*;*;*;Gearbox;7559666;16304;2,15670904;4;redundant;0
Out of Warranty;Eleganz;*;*;N;*;*;Gearbox;7559666;16304;2,15670904;4;redundant;0
Out of Warranty;*;*;Other;N;*;*;Gearbox;7958611;16304;2,048598681;4;maximal;0
Out of Warranty;Opal;*;*;N;*;*;Turbo Charger;7468769;16163;2,164078177;4;minimal;1
Out of Warranty;Opal;*;Private;*;*;*;Turbo Charger;6286497;14421;2,293964349;4;maximal;0
*;Opal;Branch;*;N;*;*;Turbo Charger;5088667;12477;2,451919137;4;minimal;0
*;Opal;Branch;Private;*;*;*;Turbo Charger;4380929;11361;2,593285579;4;maximal;0
Out of Warranty;Opal;Branch;*;*;*;*;Turbo Charger;4958744;11078;2,234033457;4;maximal;0
*;Eleganz;Franchise;Other;*;*;*;Gearbox;4059208;10713;2,639184787;4;redundant;0
*;Eleganz;Franchise;*;N;*;*;Gearbox;4059208;10713;2,639184787;4;redundant;0
*;*;Franchise;Other;N;*;*;Gearbox;4059214;10713;2,639180886;4;redundant;0
Out of Warranty;*;*;Private;*;*;Suburban;Turbo Charger;5465614;10423;1,907013558;4;singleton;0
*;Eleganz;*;Other;*;*;Suburban;Gearbox;4188846;10085;2,407584332;4;redundant;0
*;Eleganz;*;*;N;*;Suburban;Gearbox;4188846;10085;2,407584332;4;redundant;0
*;*;*;Other;N;*;Suburban;Gearbox;4206110;10085;2,39770239;4;maximal;0
Out of Warranty;*;Franchise;Other;*;*;*;Gearbox;4197407;9038;2,153234128;4;minimal;0
Out of Warranty;*;*;Other;*;*;Suburban;Gearbox;4440264;8968;2,01969973;4;singleton;0
*;*;Branch;Private;*;*;Suburban;Turbo Charger;4079332;8772;2,150352067;4;singleton;0
Out of Warranty;*;Branch;*;*;*;Suburban;Turbo Charger;4764247;8588;1,802593358;4;singleton;0
Out of Warranty;Eleganz;Franchise;*;*;*;*;Gearbox;3896911;8501;2,181471427;4;maximal;0
Out of Warranty;*;Franchise;*;N;*;*;Gearbox;4485227;8501;1,89533328;4;maximal;0
*;Eleganz;Dodgy Dealer;Other;*;*;*;Gearbox;3380120;8487;2,510857603;4;redundant;0
*;Eleganz;Dodgy Dealer;*;N;*;*;Gearbox;3380120;8487;2,510857603;4;redundant;0
*;*;Dodgy Dealer;Other;N;*;*;Gearbox;3380120;8487;2,510857603;4;redundant;0
*;*;*;Private;N;*;Suburban;Turbo Charger;4211997;8443;2,004512349;4;singleton;0
Out of Warranty;Eleganz;*;*;*;*;Suburban;Gearbox;4057670;8271;2,038361917;4;maximal;0
Out of Warranty;*;Dodgy Dealer;Other;*;*;*;Gearbox;3571140;7999;2,239900984;4;minimal;0
*;Lamura;*;Private;N;*;*;Turbo Charger;3882701;7389;1,903056661;4;minimal;1
Out of Warranty;Eleganz;Dodgy Dealer;*;*;*;*;Gearbox;3294813;7347;2,229868584;4;maximal;0
Out of Warranty;*;Dodgy Dealer;*;N;*;*;Gearbox;3369073;7347;2,180718554;4;maximal;0
Out of Warranty;Lamura;*;Private;*;*;*;Turbo Charger;3834112;6826;1,780334012;4;maximal;0
*;Lamura;Branch;*;N;*;*;Turbo Charger;3851488;6690;1,736991002;4;minimal;0
*;*;Branch;*;N;*;Suburban;Turbo Charger;3554808;6471;1,820351479;4;singleton;0
*;*;Franchise;Other;*;*;Suburban;Gearbox;2590030;6334;2,445531519;4;minimal;0
*;Eleganz;Franchise;*;*;*;Suburban;Gearbox;2373233;5863;2,470469608;4;maximal;0
*;*;Franchise;*;N;*;Suburban;Gearbox;2671309;5863;2,19480412;4;maximal;0
*;Opal;*;*;N;*;Suburban;Turbo Charger;2810696;5858;2,084181285;4;minimal;1
*;Ultima;Branch;Private;*;*;*;Turbo Charger;2302350;5780;2,510478424;4;singleton;0
*;*;Re-Import;Private;N;*;*;Turbo Charger;2545548;5670;2,227418222;4;singleton;0
*;Lamura;Branch;Private;*;*;*;Turbo Charger;2813520;5600;1,990389263;4;maximal;0
*;Ultima;*;Private;Unknown;*;*;Turbo Charger;2305620;5597;2,427546604;4;minimal;0
*;Ultima;Branch;*;Unknown;*;*;Turbo Charger;2220922;5369;2,417464458;4;minimal;0
Out of Warranty;Ultima;*;Private;*;*;*;Turbo Charger;2365422;5260;2,223704692;4;singleton;0
*;*;Branch;Private;Unknown;*;*;Turbo Charger;2128030;5199;2,443104655;4;maximal;0
*;Opal;*;Private;*;*;Suburban;Turbo Charger;2282396;5137;2,250704961;4;maximal;0
Out of Warranty;Ultima;*;*;Unknown;*;*;Turbo Charger;2318936;5133;2,213515164;4;minimal;0
Out of Warranty;*;Re-Import;Private;*;*;*;Turbo Charger;2630198;5132;1,951183903;4;singleton;0
Out of Warranty;Opal;*;*;*;*;Suburban;Turbo Charger;2734762;5080;1,857565668;4;maximal;0
Out of Warranty;Ultima;Branch;*;*;*;*;Turbo Charger;2250959;4998;2,220386955;4;singleton;0
Out of Warranty;*;Franchise;*;*;*;Suburban;Gearbox;2793138;4994;1,787953191;4;maximal;0
Out of Warranty;*;*;Private;Unknown;*;*;Turbo Charger;2193694;4952;2,257379562;4;maximal;0
*;Opal;Re-Import;*;N;*;*;Turbo Charger;2087515;4891;2,342977176;4;minimal;0
Out of Warranty;*;Branch;*;Unknown;*;*;Turbo Charger;2117393;4767;2,251353433;4;maximal;0
*;*;Dodgy Dealer;Other;*;*;Suburban;Gearbox;1831799;4388;2,395459327;4;minimal;0
*;Eleganz;*;Other;*;*;Urban;Gearbox;1371074;4373;3,189470444;4;redundant;0
*;Eleganz;*;*;N;*;Urban;Gearbox;1371074;4373;3,189470444;4;redundant;0
*;*;*;Other;N;*;Urban;Gearbox;1377943;4373;3,17357104;4;maximal;0
Out of Warranty;Opal;Re-Import;*;*;*;*;Turbo Charger;2006191;4045;2,016258671;4;maximal;0
*;Opal;Re-Import;Private;*;*;*;Turbo Charger;1599650;4028;2,518050824;4;maximal;0
Out of Warranty;*;*;Private;*;*;Urban;Turbo Charger;1610824;3993;2,478855542;4;singleton;0
*;Eleganz;Dodgy Dealer;*;*;*;Suburban;Gearbox;1645815;3914;2,378153073;4;maximal;0
*;*;Dodgy Dealer;*;N;*;Suburban;Gearbox;1678137;3914;2,332348312;4;maximal;0
Out of Warranty;*;*;Private;*;Belgium;*;Turbo Charger;1433170;3781;2,63820761;4;singleton;0
Out of Warranty;*;Dodgy Dealer;*;*;*;Suburban;Gearbox;1804324;3718;2,060605523;4;maximal;0
Out of Warranty;*;*;Other;*;*;Urban;Gearbox;1410028;3718;2,63682707;4;singleton;0
Out of Warranty;*;*;*;N;*;Very Rural;Turbo Charger;1693893;3687;2,176642799;4;singleton;0
Out of Warranty;*;*;Private;*;Spain;*;Turbo Charger;1520819;3657;2,404625402;4;singleton;0
*;*;*;Private;N;*;Very Rural;Turbo Charger;1353761;3633;2,683634704;4;singleton;0
*;Opal;Branch;*;*;*;Suburban;Turbo Charger;1677304;3537;2,10874117;4;maximal;0
*;*;*;Private;N;*;Urban;Turbo Charger;1291506;3500;2,71001451;4;singleton;0
Out of Warranty;*;*;Private;*;Holland;*;Turbo Charger;1497498;3496;2,334560714;4;singleton;0
Out of Warranty;*;*;Private;*;*;Village;Turbo Charger;1871454;3479;1,858982374;4;singleton;1
Out of Warranty;Eleganz;*;*;*;*;Urban;Gearbox;1312726;3471;2,644116137;4;maximal;0
Out of Warranty;*;*;Private;*;*;Very Rural;Turbo Charger;1403677;3446;2,45498074;4;singleton;0
In Warranty;Eleganz;*;Other;*;*;*;Gearbox;252732;3438;13,60334267;4;redundant;0
In Warranty;Eleganz;*;*;N;*;*;Gearbox;252732;3438;13,60334267;4;redundant;0
In Warranty;*;*;Other;N;*;*;Gearbox;261973;3438;13,12348983;4;redundant;0
*;*;Branch;Private;*;*;Urban;Turbo Charger;1178398;3408;2,892061935;4;singleton;0
*;Ultima;*;Private;*;*;Suburban;Turbo Charger;1415649;3383;2,38971666;4;singleton;0
Out of Warranty;*;Branch;*;*;*;Urban;Turbo Charger;1479114;3378;2,283799626;4;singleton;0
*;*;Branch;Private;*;Belgium;*;Turbo Charger;1125018;3361;2,987507755;4;singleton;0
*;Lamura;*;Private;*;*;Suburban;Turbo Charger;1929601;3306;1,71330757;4;maximal;0
*;*;Re-Import;*;N;*;Suburban;Turbo Charger;1967607;3300;1,67716419;4;singleton;0
Out of Warranty;*;Branch;*;*;Belgium;*;Turbo Charger;1278709;3249;2,540843929;4;singleton;0
*;*;*;Private;N;Spain;*;Turbo Charger;1237632;3222;2,603358672;4;singleton;0
*;Opal;*;*;N;*;Very Rural;Turbo Charger;1148547;3216;2,800059554;4;minimal;1
*;*;Branch;Private;*;Spain;*;Turbo Charger;1194475;3193;2,67314092;4;singleton;0
*;Ultima;Branch;*;*;*;Suburban;Turbo Charger;1344606;3190;2,372442188;4;singleton;0
*;*;*;Private;N;Belgium;*;Turbo Charger;1112106;3184;2,863036437;4;singleton;0
*;Ultima;*;*;Unknown;*;Suburban;Turbo Charger;1379393;3163;2,29303759;4;minimal;0
Out of Warranty;*;Branch;*;*;Spain;*;Turbo Charger;1364930;3111;2,279237763;4;singleton;0
*;*;Branch;Private;*;*;Village;Turbo Charger;1445064;3068;2,123089358;4;singleton;0
*;*;Branch;Private;*;Holland;*;Turbo Charger;1181812;3066;2,594321263;4;singleton;0
*;*;*;Private;Unknown;*;Suburban;Turbo Charger;1304837;3042;2,331325675;4;maximal;0
*;*;Branch;*;N;*;Very Rural;Turbo Charger;1151280;3036;2,637064832;4;singleton;0
*;*;*;Private;N;Holland;*;Turbo Charger;1223087;3029;2,476520476;4;singleton;0
Out of Warranty;*;*;Private;*;Switzerland;*;Turbo Charger;1470744;3028;2,05882193;4;singleton;0
Out of Warranty;*;Branch;*;*;Holland;*;Turbo Charger;1337820;3010;2,249928989;4;singleton;0
*;*;*;Private;N;*;Village;Turbo Charger;1479351;3004;2,030620184;4;singleton;0
Out of Warranty;Ultima;*;*;*;*;Suburban;Turbo Charger;1403522;2987;2,128217442;4;singleton;0
*;*;Branch;Private;*;*;Very Rural;Turbo Charger;1111748;2986;2,685860465;4;singleton;0
*;Opal;*;Private;*;*;Very Rural;Turbo Charger;1049476;2971;2,830936582;4;maximal;0
*;*;Branch;*;Unknown;*;Suburban;Turbo Charger;1255276;2915;2,322198465;4;maximal;0
Out of Warranty;*;Branch;*;*;*;Very Rural;Turbo Charger;1199944;2896;2,413445961;4;singleton;0
Out of Warranty;Opal;*;*;*;*;Very Rural;Turbo Charger;1110671;2893;2,604731734;4;maximal;0
Out of Warranty;*;Branch;*;*;*;Village;Turbo Charger;1632625;2893;1,771992956;4;singleton;1
Out of Warranty;*;*;*;Unknown;*;Suburban;Turbo Charger;1573297;2836;1,802584;4;maximal;0
*;*;*;Private;N;Switzerland;*;Turbo Charger;1236380;2805;2,268719973;4;singleton;0
Out of Warranty;*;*;Private;*;Austria;*;Turbo Charger;1461317;2796;1,913342553;4;singleton;0
Out of Warranty;*;*;Private;*;*;Rural;Turbo Charger;1256657;2777;2,209831322;4;singleton;0
*;*;*;Private;N;*;Rural;Turbo Charger;1155299;2769;2,396782132;4;singleton;0
*;Eleganz;*;Other;*;*;Village;Gearbox;1225424;2768;2,258810012;4;redundant;0
*;Eleganz;*;*;N;*;Village;Gearbox;1225424;2768;2,258810012;4;redundant;0
*;*;*;Other;N;*;Village;Gearbox;1230939;2768;2,248689821;4;maximal;0
*;*;Branch;*;N;*;Urban;Turbo Charger;1164440;2729;2,343615815;4;singleton;0
*;Opal;*;*;N;*;Urban;Turbo Charger;989092;2711;2,740897712;4;minimal;1
*;*;Branch;*;N;Spain;*;Turbo Charger;1091053;2664;2,441677902;4;singleton;0
*;*;*;Private;N;Austria;*;Turbo Charger;1271521;2637;2,073894179;4;singleton;0
In Warranty;*;*;Private;N;*;*;Turbo Charger;231551;2628;11,3495515;4;singleton;1
*;*;Branch;Private;*;Switzerland;*;Turbo Charger;1116379;2622;2,348664746;4;singleton;0
Out of Warranty;*;*;Private;*;Portugal;*;Turbo Charger;1479133;2595;1,754406128;4;singleton;0
*;Opal;*;*;N;Spain;*;Turbo Charger;965880;2595;2,686669151;4;minimal;1
*;*;Franchise;Other;*;*;Urban;Gearbox;761569;2585;3,394308329;4;minimal;0
*;Eleganz;*;Other;*;Belgium;*;Gearbox;871458;2576;2,955965749;4;redundant;0
*;Eleganz;*;*;N;Belgium;*;Gearbox;871458;2576;2,955965749;4;redundant;0
*;*;*;Other;N;Belgium;*;Gearbox;876015;2576;2,940588917;4;maximal;0
Out of Warranty;*;Branch;*;*;Switzerland;*;Turbo Charger;1282948;2563;1,997742699;4;singleton;0
