"","FAULT_TYPE","rules","support","confidence","lift","itemset","improvement","rel_improvement","FAULT_COUNT","MODEL","AGE","DEALERSHIP","CUSTOMER_TYPE","USER_CUSTOMISED","COUNTRY","GEO_TYPE","COMPRESSED","OBJECT_COUNT","FAULT_RATE","AGGREGATION_LEVEL","MIN_RANK","MAX_RANK","SIMPLE_COMBI","AVG_FAULT_RATE","PS_RATIO","LIFT","CHI_SQUARE","BINOMIAL_TEST","ZHANG","row_num","SET_SIZE","min_imp_psr","min_imp_chi","min_imp_bin","min_improvement","min_improvement_adj","max_improvement","LIST_ID","classification","rules_attributes","count_neg","COMBI","suppressed"
"737","EngineControl","{AGE=InWarranty,MODEL=Hopper,CUSTOMER_TYPE=Other,USER_CUSTOMISED=Y,GEO_TYPE=Suburban}=>{FAULT_TYPE=EngineControl}",6.409642e-06,0.009972053,190.6783,33089,0.0002244392,0.02250682,157,"Hopper","InWarranty","*","Other","Y","*","Suburban",FALSE,15744,0.009972053,2,162848,165704,164276,0.051751962,6.35855781858084e-08,192.689370888006,6.32962753448577e-08,173.033511091487,0.995395366240271,1792,5,-3.18120568853838e-08,-3.16907552308115e-08,-38.8970672256146,0.0225067997532705,-0.176966705186479,0.99355376671183,1876,1,";10;11;13;14;16;1",0,0,FALSE
"853","EngineControl","{MODEL=Hopper,DEALERSHIP=VWFranchise,CUSTOMER_TYPE=Other,USER_CUSTOMISED=Y}=>{FAULT_TYPE=EngineControl}",1.641195e-05,0.002144332,41.00234,15629,9.698406e-06,0.004522811,402,"Hopper","*","VWFranchise","Other","Y","*","*",FALSE,187471,0.002144332,3,153467,165610,159538.5,0.051751962,3.43433189546541e-08,41.4347962305275,3.37729585261807e-08,125.949646973852,0.983135721926111,1976,4,-8.78270620910815e-10,-8.67167051372794e-10,-1.5826613851608,0.00452308691004945,-0.195455313246467,0.961808539908932,2062,1,";10;12;13;14;1",0,0,FALSE
"864","EngineControl","{DEALERSHIP=VWFranchise,USER_CUSTOMISED=Y,GEO_TYPE=Suburban}=>{FAULT_TYPE=EngineControl}",1.09413e-05,0.002130484,40.73756,5115,9.836114e-06,0.004616844,268,"*","*","VWFranchise","*","Y","*","Suburban",FALSE,125793,0.002130484,4,153409,165468,159438.5,0.051751962,2.27440308473694e-08,41.1672121725549,2.2306104594733e-08,102.488367470343,0.980488019707144,2004,3,-1.24775587281955e-08,-1.23340209828205e-08,-25.04394088867,0.0046167913018826,-0.195360773259091,0.969827428884704,2091,1,";12;14;16;1",0,0,FALSE
"1466","SparkPlugs","{AGE=InWarranty,MODEL=Eleganz,CUSTOMER_TYPE=Other,USER_CUSTOMISED=N,COUNTRY=Germany,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=SparkPlugs}",4.368355e-06,0.005535437,19.49208,56998,0.0002224503,0.04018658,107,"Eleganz","InWarranty","*","Other","N","Germany","NormalUrban",FALSE,19330,0.005535437,1,141782.5,162962.5,152372.5,0.277887269,2.29668436551625e-08,19.9197214752577,2.18311005844133e-08,43.8556287589779,0.949446380169655,4229,6,-1.12748077403958e-07,-1.05203487074891e-07,-61.4323245728262,0.0401865290852375,-0.158122573023418,0.949673151369982,4380,1,";10;11;13;14;15;16;1",0,0,FALSE
"1467","SparkPlugs","{AGE=InWarranty,CUSTOMER_TYPE=Other,COUNTRY=Germany,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=SparkPlugs}",4.654135e-06,0.00478489,16.84916,19151,0.0001931356,0.04036364,114,"*","InWarranty","*","Other","*","Germany","NormalUrban",FALSE,23825,0.00478489,3,138469,162662,150565.5,0.277887269,2.09761991554427e-08,17.218816886498,1.9777223343694e-08,41.7378718603023,0.941565691124593,4230,4,-1.05042370578515e-07,-9.70750089942775e-08,-59.1158675918109,0.0403637283197733,-0.1579317739749,0.931467619945286,4381,1,";11;13;15;16;1",0,0,FALSE
"1470","SparkPlugs","{AGE=InWarranty,MODEL=Eleganz,DEALERSHIP=VWFranchise,CUSTOMER_TYPE=Other,USER_CUSTOMISED=N,COUNTRY=Germany}=>{FAULT_TYPE=SparkPlugs}",4.164226e-06,0.006225586,21.92232,57005,0.0001106247,0.01776936,102,"Eleganz","InWarranty","VWFranchise","Other","N","Germany","*",FALSE,16384,0.006225586,1,144074,163239,153656.5,0.277887269,2.47675616957972e-08,22.4032789353873,2.36778676914662e-08,45.675673223187,0.955023193964448,4233,6,-1.10947359363323e-07,-1.03356719967838e-07,-59.6122801086171,0.0177694115863149,-0.181897265936511,0.955252228464919,4385,1,";10;11;12;13;14;15;1",0,0,FALSE
"1472","SparkPlugs","{AGE=InWarranty,MODEL=Eleganz,CUSTOMER_TYPE=Other,USER_CUSTOMISED=N,COUNTRY=Germany}=>{FAULT_TYPE=SparkPlugs}",5.429824e-06,0.005312987,18.70876,37514,0.0007212326,0.135749,133,"Eleganz","InWarranty","*","Other","N","Germany","*",FALSE,25033,0.005312987,2,140967.5,163431.5,152199.5,0.277887269,2.73397053617773e-08,19.1192170088224,2.59362545306682e-08,47.7958899286866,0.947517459039226,4236,5,-1.08375215697343e-07,-1.01098333128636e-07,-57.4920634031175,0.135749061686016,-0.0429211668430374,0.947566011360465,4390,1,";10;11;13;14;15;1",0,0,FALSE
"1529","SparkPlugs","{AGE=InWarranty,MODEL=Eleganz,CUSTOMER_TYPE=Other,USER_CUSTOMISED=N,COUNTRY=Holland}=>{FAULT_TYPE=SparkPlugs}",4.205052e-06,0.004337938,15.2753,37729,0.0005561103,0.1281969,103,"Eleganz","InWarranty","*","Other","N","Holland","*",FALSE,23744,0.004337938,2,135907.5,161840.5,148874,0.277887269,1.7072724446493e-08,15.6104236642809,1.5994553933258e-08,37.5348277759164,0.935441603155024,4308,5,-1.18642196612627e-07,-1.11040033726047e-07,-67.7531255558877,0.128196852974847,-0.0529445852479227,0.935780294693008,4465,1,";10;11;13;14;15;1",0,0,FALSE
"1549","SparkPlugs","{AGE=InWarranty,MODEL=Eleganz,DEALERSHIP=VWFranchise,CUSTOMER_TYPE=Other,USER_CUSTOMISED=N,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=SparkPlugs}",8.573407e-06,0.005522828,19.44768,57277,6.636358e-05,0.01201623,210,"Eleganz","InWarranty","VWFranchise","Other","N","*","NormalUrban",FALSE,38024,0.005522828,1,142007,164451,153229,0.277887269,4.49670115777405e-08,19.8743469604576,4.27708429432841e-08,61.3614355089787,0.950054806551315,4360,6,-9.07479094813798e-08,-8.42637447160205e-08,-43.9265178228254,0.0120163075873446,-0.187832334392549,0.949558251678307,4519,1,";10;11;12;13;14;16;1",0,0,FALSE
"1620","SparkPlugs","{AGE=InWarranty,MODEL=Eleganz,CUSTOMER_TYPE=Other,USER_CUSTOMISED=N,COUNTRY=Belgium}=>{FAULT_TYPE=SparkPlugs}",4.939915e-06,0.004383264,15.4349,37760,0.0006061682,0.1382915,121,"Eleganz","InWarranty","*","Other","N","Belgium","*",FALSE,27605,0.004383264,2,136248.5,162513.5,149381,0.277887269,2.02802120941179e-08,15.7735329717462,1.90159331489807e-08,40.9235139297871,0.936266939301144,4442,5,-1.15434708965002e-07,-1.08018654510324e-07,-64.364439402017,0.138291464990473,-0.0395138790553475,0.9364443711353,4609,1,";10;11;13;14;15;1",0,0,FALSE
"1637","SparkPlugs","{AGE=InWarranty,MODEL=Eleganz,CUSTOMER_TYPE=Other,USER_CUSTOMISED=N,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=SparkPlugs}",1.155369e-05,0.004858619,17.10878,37879,0.0004608491,0.09485186,283,"Eleganz","InWarranty","*","Other","N","*","NormalUrban",FALSE,58247,0.004858619,2,139208.5,164697.5,151953,0.277887269,5.29243543931374e-08,17.4841367058093,5.00162796677419e-08,66.3281164679555,0.94379481580797,4471,5,-8.27905666659829e-08,-7.70183079915627e-08,-38.9598368638486,0.0948518498775064,-0.0952052307494153,0.942662493189937,4643,1,";10;11;13;14;16;1",0,0,FALSE
"1640","SparkPlugs","{AGE=InWarranty,MODEL=Eleganz,DEALERSHIP=VWFranchise,CUSTOMER_TYPE=Other,USER_CUSTOMISED=N}=>{FAULT_TYPE=SparkPlugs}",2.972114e-05,0.004499716,15.84497,37889,0.0001242322,0.02760891,728,"Eleganz","InWarranty","VWFranchise","Other","N","*","*",FALSE,161788,0.004499716,2,137299,165457,151378,0.277887269,1.25477562770073e-07,16.1925949907407,1.1851129490616e-07,101.88254612219,0.943117881377311,4474,5,-1.0237358289047e-08,-8.52329275314458e-09,-3.40540720961398,0.027609075772782,-0.171605833039086,0.938089181628352,4646,1,";10;11;12;13;14;1",0,0,FALSE
"1641","SparkPlugs","{AGE=InWarranty,DEALERSHIP=VWFranchise,USER_CUSTOMISED=N,GEO_TYPE=Suburban}=>{FAULT_TYPE=SparkPlugs}",1.620782e-05,0.004404846,15.5109,19482,2.9363e-05,0.006666067,397,"*","InWarranty","VWFranchise","*","N","*","Suburban",FALSE,90128,0.004404846,3,136727,165052,150889.5,0.277887269,6.68890042594764e-08,15.8511975588202,6.29006411545055e-08,74.3337458512766,0.938984248841933,4475,4,-6.4146898403309e-08,-6.03578864406566e-08,-29.4871898096086,0.00666606732675768,-0.1932880357869,0.936755768533111,4647,1,";11;12;14;16;1",0,0,FALSE
"1662","SparkPlugs","{AGE=InWarranty,COUNTRY=Germany}=>{FAULT_TYPE=SparkPlugs}",8.410104e-06,0.002808989,9.891367,1749,0.0006894635,0.245449,206,"*","InWarranty","*","*","*","Germany","*",FALSE,73336,0.002808989,5,124309,162549,143429,0.277887269,2.128682879229e-08,10.1083759976064,1.92385696862351e-08,41.1238944227118,0.901601121329544,4511,2,-1.02845650098e-07,-9.21617504551838e-08,-56.3940330818021,0.24544916338227,0.125292091966934,0.877013544730862,4689,1,";11;15;1",0,0,FALSE
"1663","SparkPlugs","{AGE=InWarranty,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=SparkPlugs}",1.657525e-05,0.002859215,10.06823,1763,0.00073969,0.2587039,406,"*","InWarranty","*","*","*","*","NormalUrban",FALSE,141997,0.002859215,5,124838,164297,144567.5,0.277887269,4.27861524732578e-08,10.2891183546807,3.88530025080635e-08,58.359123027309,0.905929473148869,4516,2,-8.13463264170319e-08,-7.25473176333555e-08,-39.1588044772049,0.258703875014646,0.148988916913963,0.885311213042741,4694,1,";11;16;1",0,0,FALSE
"1676","SparkPlugs","{AGE=InWarranty,CUSTOMER_TYPE=Other,COUNTRY=Holland}=>{FAULT_TYPE=SparkPlugs}",4.735787e-06,0.003781828,13.31705,7248,0.0004954201,0.1310002,116,"*","InWarranty","*","Other","*","Holland","*",FALSE,30673,0.003781828,4,132348,161664,147006,0.277887269,1.65939169626403e-08,13.609216476916,1.53938792932666e-08,36.8180602690124,0.926067957565292,4556,3,-1.09424652771318e-07,-1.01458353044705e-07,-64.0356791831009,0.131000140672712,-0.0492510903287564,0.913520524994791,4737,1,";11;13;15;1",0,0,FALSE
"1680","SparkPlugs","{AGE=InWarranty,DEALERSHIP=VWFranchise,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=SparkPlugs}",9.267444e-06,0.005278947,18.5889,7311,0.001134025,0.2148202,227,"*","InWarranty","VWFranchise","*","*","*","NormalUrban",FALSE,43001,0.005278947,4,141040,164488,152764,0.277887269,4.63470409976976e-08,18.9967212927628,4.39845210655771e-08,62.2196186319017,0.947868469777961,4569,3,-8.46888616650879e-08,-7.92740065295851e-08,-41.6013170289834,0.214820304125046,0.0735950815208597,0.937881569941884,4752,1,";11;12;16;1",0,0,FALSE
"1681","SparkPlugs","{AGE=InWarranty,CUSTOMER_TYPE=Other,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=SparkPlugs}",1.22069e-05,0.00439777,15.48598,7312,0.001111363,0.2527105,299,"*","InWarranty","*","Other","*","*","NormalUrban",FALSE,67989,0.00439777,4,136683,164617,150650,0.277887269,5.02909965090439e-08,15.8257339957521,4.72443245529345e-08,64.4510811075791,0.938029168703731,4570,3,-7.57275732249139e-08,-6.9607907785037e-08,-36.4026583445342,0.252710350927856,0.138170068148235,0.925434959081535,4753,1,";11;13;16;1",0,0,FALSE
"1682","SparkPlugs","{AGE=InWarranty,USER_CUSTOMISED=N,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=SparkPlugs}",1.477892e-05,0.003371079,11.87067,7315,0.0005118642,0.1518398,362,"*","InWarranty","*","*","N","*","NormalUrban",FALSE,107384,0.003371079,4,129501,164416,146958.5,0.277887269,4.57140331371105e-08,12.1311027026575,4.21303957667177e-08,60.8138718493107,0.919791157711638,4571,3,-8.10834282987096e-08,-7.32313770311714e-08,-38.8891350055313,0.151839811526221,-0.0209757754844087,0.917361444214152,4754,1,";11;14;16;1",0,0,FALSE
"1844","SparkPlugs","{AGE=InWarranty,DEALERSHIP=VWFranchise,COUNTRY=Germany}=>{FAULT_TYPE=SparkPlugs}",4.572484e-06,0.005774386,20.3335,7183,0.001629464,0.2821882,112,"*","InWarranty","VWFranchise","*","*","Germany","*",FALSE,19396,0.005774386,4,142666,163262,152964,0.277887269,2.51326525035178e-08,20.7795989387337,2.39421202937061e-08,45.9270177127835,0.951573582668927,4815,3,-1.05903250159268e-07,-9.93164073014561e-08,-57.8939179481016,0.282188270752943,0.193124350065062,0.940172409672647,5015,1,";11;12;15;1",0,0,FALSE
"1845","SparkPlugs","{AGE=InWarranty,USER_CUSTOMISED=N,COUNTRY=Germany}=>{FAULT_TYPE=SparkPlugs}",7.430286e-06,0.003372244,11.87477,7188,0.0005632551,0.1670268,182,"*","InWarranty","*","*","N","Germany","*",FALSE,53970,0.003372244,4,129430,162859,146144.5,0.277887269,2.29919554973551e-08,12.1352950501665,2.11439087842888e-08,43.1293203257008,0.917810121314765,4817,3,-1.03805505938465e-07,-9.42178640136002e-08,-56.5736865291413,0.167026763187954,0.000522037179724766,0.91738999313217,5017,1,";11;14;15;1",0,0,FALSE
"2039","TurboCharger","{AGE=InWarranty,CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=N,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=TurboCharger}",6.491294e-06,0.01161771,8.086623,21919,0.0005769057,0.04965743,159,"*","InWarranty","*","Corporate","N","*","NormalUrban",FALSE,13686,0.01161771,3,117661,164225,140943,1.405209514,6.62923431297689e-08,8.26759987336664,5.83065810311358e-08,31.893719417312,0.876828903882268,5234,4,-6.83100326732805e-07,-5.21740428825167e-07,-67.1168652998335,0.0496569461623676,-0.147734810929734,0.883906897314531,5457,1,";11;13;14;16;1",0,0,FALSE
"2040","TurboCharger","{AGE=InWarranty,MODEL=Lamura,DEALERSHIP=Re-Import,CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=N}=>{FAULT_TYPE=TurboCharger}",7.062854e-06,0.01196487,8.328263,41125,0.0007919617,0.0661906,173,"Lamura","InWarranty","Re-Import","Corporate","N","*","*",FALSE,14459,0.01196487,2,118608.5,164441.5,141525,1.405209514,7.45813403021871e-08,8.51465200085459,6.58610637961778e-08,33.8964249029164,0.880446673593342,5235,5,-6.74811329560387e-07,-5.14185946060125e-07,-65.1141598142291,0.066191274957438,-0.129114198318344,0.887275331867375,5458,1,";10;11;12;13;14;1",0,0,FALSE
"2044","TurboCharger","{AGE=InWarranty,DEALERSHIP=VWDealer,CUSTOMER_TYPE=Private,USER_CUSTOMISED=N}=>{FAULT_TYPE=TurboCharger}",6.597441e-05,0.01209572,8.419344,21964,0.0005142887,0.04251824,1616,"*","InWarranty","VWDealer","Private","N","*","*",FALSE,133601,0.01209572,3,119558,165677,142617.5,1.405209514,7.05300121912663e-07,8.60776978770157,6.26781274173825e-07,104.312921634618,0.886058782714708,5240,4,-5.31036228722779e-07,-4.45619470642537e-07,-31.4296456750909,0.0425183453320679,-0.155592646070925,0.888494773357849,5463,1,";11;12;13;14;1",0,0,FALSE
"2048","TurboCharger","{AGE=InWarranty,MODEL=Lamura,DEALERSHIP=VWDealer,CUSTOMER_TYPE=Private,USER_CUSTOMISED=N}=>{FAULT_TYPE=TurboCharger}",1.584039e-05,0.01383294,9.628551,41168,0.001427409,0.1031892,388,"Lamura","InWarranty","VWDealer","Private","N","*","*",FALSE,28049,0.01383294,2,123079.5,165394.5,144237,1.405209514,1.9686009771313e-07,9.84404095060802,1.77065020489855e-07,55.5629542387126,0.897169582663441,5246,5,-1.03947625292231e-06,-8.95335724326507e-07,-80.1796130709961,0.103189199114577,-0.0849326904286531,0.902498239708985,5469,1,";10;11;12;13;14;1",0,0,FALSE
"2055","TurboCharger","{AGE=InWarranty,MODEL=Opal,DEALERSHIP=Re-Import,USER_CUSTOMISED=N,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=TurboCharger}",1.061469e-05,0.01620443,11.27925,41147,0.001029467,0.06352997,260,"Opal","InWarranty","Re-Import","*","N","*","NormalUrban",FALSE,16045,0.01620443,2,127609.5,165291.5,146450.5,1.405209514,1.57089137700539e-07,11.5316825274498,1.4356088071822e-07,50.0430202101614,0.911938988314568,5257,5,-7.41464213603033e-07,-6.44519809462829e-07,-66.7183910053821,0.0635301581110844,-0.132153598296733,0.916767451863472,5481,1,";10;11;12;14;16;1",0,0,FALSE
"2056","TurboCharger","{AGE=InWarranty,DEALERSHIP=Re-Import,USER_CUSTOMISED=N,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=TurboCharger}",1.408488e-05,0.01433022,9.97469,21938,0.001118799,0.07807274,345,"*","InWarranty","Re-Import","*","N","*","NormalUrban",FALSE,24075,0.01433022,3,124082,165342,144712,1.405209514,1.82047221694052e-07,10.1979241225092,1.64357416939288e-07,53.5363629016783,0.900631468256667,5258,4,-5.67345448168522e-07,-4.15689592917015e-07,-45.4742218154672,0.0780727720858437,-0.115307879618197,0.905881696163771,5483,1,";11;12;14;16;1",0,0,FALSE
"2060","TurboCharger","{AGE=InWarranty,CUSTOMER_TYPE=Private,USER_CUSTOMISED=N,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=TurboCharger}",2.294407e-05,0.01630782,11.35122,21945,0.003696744,0.2266854,562,"*","InWarranty","*","Private","N","*","NormalUrban",FALSE,34462,0.01630782,3,128008,165576,146792,1.405209514,3.41926538173518e-07,11.6052587443555,3.12903749931297e-07,73.852873986881,0.913188519958073,5262,4,-8.94409812461924e-07,-7.59496994885066e-07,-61.8896933228278,0.226685725008002,0.0931397362922008,0.917295138160711,5487,1,";11;13;14;16;1",0,0,FALSE
"2068","TurboCharger","{AGE=InWarranty,MODEL=Opal,CUSTOMER_TYPE=Private,USER_CUSTOMISED=N,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=TurboCharger}",1.816746e-05,0.01643401,11.43905,41155,0.0001261882,0.007678479,445,"Opal","InWarranty","*","Private","N","*","NormalUrban",FALSE,27078,0.01643401,2,128107.5,165519.5,146813.5,1.405209514,2.73035131677386e-07,11.6950602997412,2.49965300464534e-07,66.0187690094415,0.913590121956926,5283,5,-9.63301218958057e-07,-8.22435444351829e-07,-69.7237983002673,0.00767858848814125,-0.192256146150172,0.917930194760743,5508,1,";10;11;13;14;16;1",0,0,FALSE
"2206","TurboCharger","{AGE=InWarranty,MODEL=Opal,USER_CUSTOMISED=N,COUNTRY=Spain,GEO_TYPE=Suburban}=>{FAULT_TYPE=TurboCharger}",4.368355e-06,0.01248979,8.693639,40906,0.001397412,0.1118844,107,"Opal","InWarranty","*","*","N","Spain","Suburban",FALSE,8567,0.01248979,2,119851.5,163664.5,141758,1.405209514,4.84213825889205e-08,8.88820483747451,4.29886043910013e-08,27.3885131267897,0.885283003051865,5476,5,-8.50131968714652e-07,-7.45092085790047e-07,-89.3728980887538,0.111884987657919,-0.0740112699959461,0.905269263934782,5710,1,";10;11;14;15;16;1",0,0,FALSE
"2207","TurboCharger","{AGE=InWarranty,DEALERSHIP=VWDealer,USER_CUSTOMISED=N,COUNTRY=Spain}=>{FAULT_TYPE=TurboCharger}",1.143121e-05,0.01222174,8.507061,21782,0.001256316,0.1027935,280,"*","InWarranty","VWDealer","*","N","Spain","*",FALSE,22910,0.01222174,3,119276,165091,142183.5,1.405209514,1.23646031456868e-07,8.69745036468633,1.09532140286536e-07,43.7054236611777,0.883276733138778,5478,4,-7.76412386750465e-07,-6.60648218658156e-07,-71.4840656665622,0.102793873867387,-0.0854276585227911,0.88964451870192,5712,1,";11;12;14;15;1",0,0,FALSE
"2224","TurboCharger","{AGE=InWarranty,DEALERSHIP=VWDealer,COUNTRY=Belgium,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=TurboCharger}",5.429824e-06,0.01457854,10.14754,21821,0.003410107,0.2339128,133,"*","InWarranty","VWDealer","*","*","Belgium","NormalUrban",FALSE,9123,0.01457854,3,124440,164423,144431.5,1.405209514,7.15288660328145e-08,10.3746379844109,6.46583723751058e-08,33.5891671806077,0.901789776118566,5498,4,-8.28529552174518e-07,-7.05521986569587e-07,-81.6003221471322,0.233912998146591,0.105341711686359,0.894872531817315,5736,1,";11;12;15;16;1",0,0,FALSE
"2225","TurboCharger","{AGE=InWarranty,CUSTOMER_TYPE=Private,COUNTRY=Belgium,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=TurboCharger}",7.266983e-06,0.01591844,11.08019,21822,0.003307367,0.2077696,178,"*","InWarranty","*","Private","*","Belgium","NormalUrban",FALSE,11182,0.01591844,3,127033,164932,145982.5,1.405209514,1.05467399216844e-07,11.3281612751734,9.62011166816379e-08,40.9693097985704,0.91016432279629,5499,4,-1.1308689514186e-06,-9.76199628134725e-07,-94.7732575111384,0.207769731204816,0.062263582979406,0.903721407374089,5737,1,";11;13;15;16;1",0,0,FALSE
"2226","TurboCharger","{AGE=InWarranty,USER_CUSTOMISED=N,COUNTRY=Belgium,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=TurboCharger}",6.083036e-06,0.008293443,5.772733,21823,0.0002830768,0.0341326,149,"*","InWarranty","*","*","N","Belgium","NormalUrban",FALSE,17966,0.008293443,3,106111,163157,134634,1.405209514,4.19013722717435e-08,5.90192630876252,3.48273082601047e-08,24.6472442314374,0.82737868777613,5500,4,-7.0749129759083e-07,-5.45219701596198e-07,-74.3633404857081,0.0341326274262691,-0.164653034468598,0.837373211584139,5738,1,";11;14;15;16;1",0,0,FALSE
"2227","TurboCharger","{AGE=InWarranty,MODEL=Opal,DEALERSHIP=Re-Import,USER_CUSTOMISED=N,COUNTRY=Belgium}=>{FAULT_TYPE=TurboCharger}",4.613309e-06,0.0142425,9.913633,40977,0.0005946875,0.04175443,113,"Opal","InWarranty","Re-Import","*","N","Belgium","*",FALSE,7934,0.0142425,2,123688.5,164072.5,143880.5,1.405209514,5.92223877346782e-08,10.1354992676202,5.33966195208796e-08,30.5249019721805,0.899420140373321,5501,5,-8.39330963568894e-07,-7.34684070660169e-07,-86.2365092433629,0.041754607688257,-0.156416417310884,0.905302018606284,5739,1,";10;11;12;14;15;1",0,0,FALSE
"2228","TurboCharger","{AGE=InWarranty,DEALERSHIP=Re-Import,CUSTOMER_TYPE=Private,COUNTRY=Belgium}=>{FAULT_TYPE=TurboCharger}",5.960559e-06,0.01330054,9.25797,21825,0.001075599,0.08086881,146,"*","InWarranty","Re-Import","Private","*","Belgium","*",FALSE,10977,0.01330054,3,121715,164394,143054.5,1.405209514,7.09028191863017e-08,9.46516506434641,6.3440338755377e-08,33.2700271880746,0.892384882484477,5502,4,-1.16543353144914e-06,-1.00896040606099e-06,-102.472540121634,0.0808688970523001,-0.112010955930049,0.863843874008123,5740,1,";11;12;13;15;1",0,0,FALSE
"2229","TurboCharger","{AGE=InWarranty,DEALERSHIP=Re-Import,USER_CUSTOMISED=N,COUNTRY=Belgium}=>{FAULT_TYPE=TurboCharger}",6.450468e-06,0.01264607,8.802422,21826,0.001131742,0.08949356,158,"*","InWarranty","Re-Import","*","N","Belgium","*",FALSE,12494,0.01264607,3,120274,164419,142346.5,1.405209514,7.25088108574074e-08,8.99941956982793,6.44846476349097e-08,33.5417038171413,0.88684726363532,5503,4,-6.76883859005166e-07,-5.15562362221393e-07,-65.4688809000042,0.0894934157410168,-0.101696094528191,0.893347419395907,5741,1,";11;12;14;15;1",0,0,FALSE
"2233","TurboCharger","{AGE=InWarranty,DEALERSHIP=VWDealer,USER_CUSTOMISED=N,COUNTRY=Belgium}=>{FAULT_TYPE=TurboCharger}",1.045139e-05,0.01368179,9.523346,21832,0.002513361,0.1837012,256,"*","InWarranty","VWDealer","*","N","Belgium","*",FALSE,18711,0.01368179,3,122666,165136,143901,1.405209514,1.28307330525576e-07,9.7364769194126,1.15217339820687e-07,44.8291728817873,0.895679090767549,5507,4,-7.71751087681757e-07,-6.54963019124006e-07,-70.3603164459525,0.183701109284677,0.0250479936628296,0.901421085983632,5745,1,";11;12;14;15;1",0,0,FALSE
